Drug	GeneID
Tolterodine	1133
Metixene	1133
Ziprasidone	1133
Aripiprazole lauroxil	1133
Quetiapine	1133
Propiverine	1133
Imipramine	1133
Doxepin	1133
Propiomazine	1133
Darifenacin	1133
Trihexyphenidyl	1133
Umeclidinium	1133
Terfenadine	1133
Atropine	1133
Cryptenamine	1133
Dosulepin	1133
Lamotrigine	1133
Paroxetine	1133
Aripiprazole	1133
Homatropine methylbromide	1133
Solifenacin	1133
Amitriptyline	1133
Meperidine	1133
Chlorprothixene	1133
Nortriptyline	1133
Tiotropium	1133
Nefazodone	150
Dihydroergocornine	150
Amitriptyline	150
Asenapine	150
Paliperidone	150
Bromocriptine	150
Ziprasidone	150
Tizanidine	150
Guanfacine	150
Levonordefrin	150
Fenoldopam	150
Lurasidone	150
Carvedilol	150
Haloperidol	150
Pseudoephedrine	150
Norepinephrine	150
Prazosin	150
Desipramine	150
Nortriptyline	150
Periciazine	150
Dosulepin	150
Quetiapine	150
Metamfetamine	150
Dipivefrin	150
Chlorpromazine	150
Apomorphine	150
Amoxapine	150
Loxapine	150
DL-Methylephedrine	150
Methyldopa	150
Tolazoline	150
Methotrimeprazine	150
Epinephrine	150
Trimipramine	150
Benzphetamine	150
Lamotrigine	150
Racepinephrine	150
Dexmedetomidine	150
Maprotiline	150
Ropinirole	150
Guanabenz	150
Droxidopa	150
Ergotamine	150
Rilmenidine	150
Moxisylyte	150
Apraclonidine	150
Dihydroergocristine	150
Mianserin	150
Pizotifen	150
Moxonidine	150
Tramadol	150
Indigotindisulfonic acid	150
Bethanidine	150
Lofexidine	150
Xylometazoline	150
Brimonidine	150
Paroxetine	150
Mephentermine	150
Prochlorperazine	150
Pergolide	150
Dihydroergotamine	150
Aripiprazole	150
Mirtazapine	150
Aripiprazole lauroxil	150
Clozapine	150
Clonidine	150
Celiprolol	150
Dronedarone	150
Ergoloid mesylate	150
Escitalopram	150
Zuclopenthixol	150
Yohimbine	150
Phenylpropanolamine	150
Oxymetazoline	150
Cabergoline	150
Pramipexole	150
Amphetamine	150
Phentolamine	150
Risperidone	150
Epinastine	150
Lorpiprazole	150
Lisuride	150
Naphazoline	150
Trazodone	150
Phenoxybenzamine	150
Fostamatinib	6098
Entrectinib	6098
Sucralfate	2247
Pentosan polysulfate	2247
Heparin	2247
Sirolimus	2247
Trimetazidine	30
Dopamine	1621
Ascorbic acid	1621
Disulfiram	1621
Glutathione	2939
Chloroquine	2939
Troglitazone	2950
Sulfamethoxazole	2950
Deoxycholic acid	2950
Clozapine	2950
Carbocisteine	2950
Glycerin	2950
Glutathione	2950
Clomipramine	2950
Curcumin	2950
Etacrynic acid	2950
NADH	5860
Acitretin	5947
Vitamin A	5947
Glycerin	5047
Palmitic Acid	5047
Adenosine phosphate	2203
Calcium phosphate dihydrate	6678
Calcium Phosphate	6678
Calcium Citrate	6678
Glutathione	2944
Copper	307
Fluocinolone acetonide	307
NADH	3162
Sorafenib	5159
Erdafitinib	5159
Pazopanib	5159
Regorafenib	5159
Pexidartinib	5159
Foreskin fibroblast (neonatal)	5159
Becaplermin	5159
Imatinib	5159
Nintedanib	5159
Sunitinib	5159
Midostaurin	5159
Fostamatinib	5159
Dasatinib	5159
NADH	1738
Flavin adenine dinucleotide	1738
Cholic Acid	1345
Muromonab	917
Fostamatinib	2268
Dasatinib	2268
Zanubrutinib	2268
Gluconolactone	3938
Ascorbic acid	3938
Zinc acetate	716
Zinc	716
Muromonab	716
Abciximab	716
Gemtuzumab ozogamicin	716
Trastuzumab	716
Ibritumomab tiuxetan	716
Cetuximab	716
Etanercept	716
Conestat alfa	716
Zinc chloride	716
Copper	716
Human C1-esterase inhibitor	716
Basiliximab	716
Olaparib	142
Niraparib	142
Zinc chloride	142
Nicotinamide	142
Zinc acetate	142
Talazoparib	142
Theophylline	142
Zinc	142
Rucaparib	142
Clofarabine	5422
Fludarabine	5422
Nelarabine	5422
Cladribine	5422
Zileuton	240
Balsalazide	240
Diacerein	240
Resveratrol	240
D-alpha-Tocopherol acetate	240
Fostamatinib	240
Montelukast	240
Vitamin E	240
Mesalazine	240
alpha-Tocopherol succinate	240
Aminosalicylic acid	240
Diethylcarbamazine	240
Meclofenamic acid	240
Minocycline	240
Masoprocol	240
Sulfasalazine	240
Pirfenidone	5045
Captopril	4048
Human immunoglobulin G	110384692
Human immunoglobulin G	720
Zinc chloride	100293534
Zinc chloride	721
Zinc acetate	100293534
Zinc acetate	721
Human immunoglobulin G	100293534
Human immunoglobulin G	721
Copper	100293534
Copper	721
Zinc	100293534
Zinc	721
Fostamatinib	100130827
Sucralfate	5222
Silver	645745
Adenosine	140
Caffeine	140
Aminophylline	140
Fostamatinib	140
Enprofylline	140
Pimozide	801
Loperamide	801
Bepridil	801
Perphenazine	801
Nicardipine	801
Calcium phosphate dihydrate	801
Calcium Citrate	801
Promethazine	801
Phenoxybenzamine	801
Felodipine	801
Isoflurane	801
Chlorpromazine	801
Melatonin	801
Prenylamine	801
Flunarizine	801
Calcium Phosphate	801
Trifluoperazine	801
Nifedipine	801
Cinchocaine	801
Calcium levulinate	801
Calcium	801
Fluphenazine	801
Calcium Phosphate	805
Calcium Citrate	805
Calcium phosphate dihydrate	805
Calcium phosphate dihydrate	808
Calcium Citrate	808
Calcium Phosphate	808
Fremanezumab	797
Galcanezumab	797
Mitotane	2230
Cholic Acid	1351
Miglitol	2548
Acarbose	2548
Nilutamide	367
Nandrolone phenpropionate	367
Homosalate	367
Spironolactone	367
Oxymetholone	367
Danazol	367
Prasterone	367
Norelgestromin	367
Ulipristal	367
Testosterone cypionate	367
Apalutamide	367
Darolutamide	367
Norethisterone	367
Bicalutamide	367
Ketoconazole	367
Diethylstilbestrol	367
Dienogest	367
Drospirenone	367
Esculin	367
Testosterone propionate	367
Enzacamene	367
Flufenamic acid	367
Periciazine	367
Testosterone enanthate	367
Triclosan	367
Testosterone	367
Norgestrel	367
Cyproterone acetate	367
Stanozolol	367
Oxandrolone	367
Tamoxifen	367
Levonorgestrel	367
Gestrinone	367
Estrone	367
Fluoxymesterone	367
Acetophenazine	367
Oxybenzone	367
Testosterone undecanoate	367
Fluphenazine	367
Norethynodrel	367
Mitotane	367
Flutamide	367
Enzalutamide	367
Progesterone	367
Norgestimate	367
Nandrolone decanoate	367
Methyltestosterone	367
Segesterone acetate	367
Eugenol	367
Tazarotene	5914
Acitretin	5914
Alitretinoin	5914
Tretinoin	5914
Adapalene	5914
Isotretinoin	5914
Trifarotene	5914
Copper	3008
Isosorbide	596
Ibuprofen	596
Dexibuprofen	596
Venetoclax	596
Eribulin	596
Rasagiline	596
Docetaxel	596
Glycine betaine	596
Paclitaxel	596
NADH	1737
Cholic Acid	1329
Glutathione	4257
Palmitic Acid	1558
Isoniazid	1558
Cannabidiol	107987479
Cannabidiol	1565
Cannabidiol	107987478
Diacerein	107987479
Diacerein	1565
Diacerein	107987478
Lansoprazole	4137
Astemizole	4137
Docetaxel	4137
Paclitaxel	4137
Dalteparin	7035
Coagulation factor VIIa Recombinant Human	7035
Andexanet alfa	7035
Amifostine	251
Levamisole	251
Sorafenib	3815
Ponatinib	3815
Sunitinib	3815
Pexidartinib	3815
Midostaurin	3815
Imatinib	3815
Dasatinib	3815
Fostamatinib	3815
Lenvatinib	3815
Ancestim	3815
Pazopanib	3815
Nilotinib	3815
Regorafenib	3815
Erdafitinib	3815
Vitamin A	5949
Glutathione	2098
Copper	3329
Alitretinoin	5915
Trifarotene	5915
Acitretin	5915
Tazarotene	5915
Adapalene	5915
Tretinoin	5915
Levothyroxine	7067
Liotrix	7067
Dronedarone	7067
Dextrothyroxine	7067
Liothyronine	7067
Amiodarone	7067
Amiodarone	7068
Dextrothyroxine	7068
Levothyroxine	7068
Liotrix	7068
Liothyronine	7068
Zinc chloride	1191
Copper	1191
Zinc acetate	1191
Zinc	1191
Pegvisomant	2690
Somatrem	2690
Somatotropin	2690
Hyaluronic acid	1404
Copper	3375
Lonoctocog alfa	3309
Moroctocog alfa	3309
Acetylsalicylic acid	3309
Copper	3309
Antihemophilic factor, human recombinant	3309
Paclitaxel	4133
Estramustine	4133
Docetaxel	4133
Copper	3312
Dasatinib	3312
Carboxymethylcellulose	6513
Resveratrol	6513
Streptozocin	6514
Pyruvic acid	5162
NADH	5162
Pyridoxal phosphate	5834
Pyridoxal phosphate	5837
Brompheniramine	1128
Hexocyclium	1128
Pizotifen	1128
Diphenidol	1128
Amoxapine	1128
Propiomazine	1128
Terfenadine	1128
Homatropine	1128
Ipratropium	1128
Methscopolamine bromide	1128
Maprotiline	1128
Doxylamine	1128
Fesoterodine	1128
Chlorprothixene	1128
Amitriptyline	1128
Atropine	1128
Succinylcholine	1128
Metoclopramide	1128
Clidinium	1128
Flupentixol	1128
Propiverine	1128
Dicyclomine	1128
Cycrimine	1128
Nortriptyline	1128
Dosulepin	1128
Bethanechol	1128
Chlorpromazine	1128
Nicardipine	1128
Cyproheptadine	1128
Tiotropium	1128
Disopyramide	1128
Flavoxate	1128
Propantheline	1128
Pirenzepine	1128
Revefenacin	1128
Meperidine	1128
Procyclidine	1128
Pyrantel	1128
Carbamoylcholine	1128
Promethazine	1128
Cryptenamine	1128
Trimebutine	1128
Clozapine	1128
Quetiapine	1128
Paroxetine	1128
Methantheline	1128
Solifenacin	1128
Metixene	1128
Aripiprazole lauroxil	1128
Olanzapine	1128
Oxyphenonium	1128
Aripiprazole	1128
Hyoscyamine	1128
Trihexyphenidyl	1128
Tolterodine	1128
Mepenzolate	1128
Ziprasidone	1128
Oxyphencyclimine	1128
Promazine	1128
Escitalopram	1128
Gallamine triethiodide	1128
Profenamine	1128
Trimipramine	1128
Lamotrigine	1128
Imipramine	1128
Glycopyrronium	1128
Loxapine	1128
Aclidinium	1128
Methotrimeprazine	1128
Homatropine methylbromide	1128
Cevimeline	1128
Umeclidinium	1128
Tropicamide	1128
Tramadol	1128
Benzatropine	1128
Pilocarpine	1128
Darifenacin	1128
Acetylcholine	1128
Anisotropine methylbromide	1128
Ketamine	1128
Doxepin	1128
Trospium	1128
Minaprine	1128
Thonzylamine	1128
Scopolamine	1128
Oxybutynin	1128
Molindone	1128
Cinnarizine	1128
Desipramine	1128
Buclizine	1128
Triflupromazine	1128
Biperiden	1128
Cocaine	1128
Cyclopentolate	1128
Galantamine	1140
Imatinib	613
Bosutinib	613
Ponatinib	613
Dasatinib	613
Fostamatinib	5292
Adenosine phosphate	5292
Flavin adenine dinucleotide	34
Erdafitinib	2260
Ponatinib	2260
Sorafenib	2260
Nintedanib	2260
Palifermin	2260
Lenvatinib	2260
Regorafenib	2260
Fostamatinib	2260
Heparin	2260
Sodium stibogluconate	7150
Irinotecan	7150
Trastuzumab deruxtecan	7150
Topotecan	7150
Hexylresorcinol	7150
Finafloxacin	7153
Dexrazoxane	7153
Amsacrine	7153
Epirubicin	7153
Lomefloxacin	7153
Trovafloxacin	7153
Sparfloxacin	7153
Moxifloxacin	7153
Levofloxacin	7153
Mitoxantrone	7153
Teniposide	7153
Doxorubicin	7153
Ciprofloxacin	7153
Valrubicin	7153
Daunorubicin	7153
Idarubicin	7153
Pefloxacin	7153
Norfloxacin	7153
Dactinomycin	7153
Podofilox	7153
Ofloxacin	7153
Enoxacin	7153
Etoposide	7153
Glycolic acid	2539
Paricalcitol	7421
Curcumin	7421
Calcifediol	7421
Doxercalciferol	7421
Calcipotriol	7421
Vitamin D	7421
Ergocalciferol	7421
Alfacalcidol	7421
Cholesterol	7421
Calcitriol	7421
Cholecalciferol	7421
Dihydrotachysterol	7421
Flavone	2101
Troglitazone	2101
Diethylstilbestrol	2101
Pyruvic acid	5091
Biotin	5091
Estrone	1588
Testolactone	1588
Letrozole	1588
Exemestane	1588
Nicotine	1588
Aminoglutethimide	1588
Anastrozole	1588
Golodirsen	1756
NADH	4522
Melatonin	8288
Diacerein	1559
Mecasermin	3482
Mecasermin rinfabate	3482
Cerliponase alfa	3482
Lauric acid	128
NADH	128
Palbociclib	1019
Abemaciclib	1019
Ribociclib	1019
Fostamatinib	1019
Obinutuzumab	931
Technetium Tc-99m nofetumomab merpentan	931
Rituximab	931
Ibritumomab tiuxetan	931
Ofatumumab	931
Ocrelizumab	931
Tositumomab	931
Pyridoxal phosphate	4953
Eflornithine	4953
Acetylsalicylic acid	5111
Liothyronine	5111
Dexibuprofen	2169
Ibuprofen	2169
Clodronic acid	291
Clodronic acid	293
Thrombin	2153
Thrombin alfa	2153
Thrombomodulin Alfa	2153
Human Thrombin	2153
Protein S human	2153
Anti-inhibitor coagulant complex	2153
Drotrecogin alfa	2153
Mycophenolic acid	3615
Mercaptopurine	3615
NADH	3615
Mycophenolate mofetil	3615
Ribavirin	3615
Vitamin A	6017
Creatine	1152
Muromonab	2209
Alefacept	2209
Basiliximab	2209
Gemtuzumab ozogamicin	2209
Alemtuzumab	2209
Natalizumab	2209
Trastuzumab	2209
Trastuzumab deruxtecan	2209
Sarilumab	2209
Cetuximab	2209
Palivizumab	2209
Catumaxomab	2209
Etanercept	2209
Tositumomab	2209
Porfimer sodium	2209
Efalizumab	2209
Human immunoglobulin G	2209
Methyl aminolevulinate	2209
Abciximab	2209
Bevacizumab	2209
Ibritumomab tiuxetan	2209
Efalizumab	9103
Efalizumab	2212
Palivizumab	9103
Palivizumab	2212
Cetuximab	9103
Cetuximab	2212
Etanercept	9103
Etanercept	2212
Natalizumab	9103
Natalizumab	2212
Tositumomab	9103
Tositumomab	2212
Alemtuzumab	9103
Alemtuzumab	2212
Alefacept	9103
Alefacept	2212
Trastuzumab	9103
Trastuzumab	2212
Gemtuzumab ozogamicin	9103
Gemtuzumab ozogamicin	2212
Ibritumomab tiuxetan	9103
Ibritumomab tiuxetan	2212
Basiliximab	9103
Basiliximab	2212
Catumaxomab	9103
Catumaxomab	2212
Bevacizumab	9103
Bevacizumab	2212
Sarilumab	9103
Sarilumab	2212
Human immunoglobulin G	9103
Human immunoglobulin G	2212
Muromonab	9103
Muromonab	2212
Abciximab	9103
Abciximab	2212
Benzylpenicilloyl polylysine	2205
Omalizumab	2205
Fluocinolone acetonide	306
Difluocortolone	306
Creatine	548596
Creatine	1159
Calcium	652
Citric acid	6037
Copper	87
Human calcitonin	87
Benazepril	1636
Quinapril	1636
Moexipril	1636
Ramipril	1636
Enalapril	1636
Fosinopril	1636
Spirapril	1636
Trandolapril	1636
Lisinopril	1636
Cilazapril	1636
Enalaprilat	1636
Rescinnamine	1636
Captopril	1636
Perindopril	1636
Zofenopril	1636
Nintedanib	6714
Citric acid	6714
Dasatinib	6714
Fostamatinib	6714
Ponatinib	6714
Bosutinib	6714
Cholic Acid	1327
Pyridoxal phosphate	211
Glycine	211
Dextromethorphan	1535
Danazol	6347
Chondroitin sulfate	6347
Bumetanide	1080
Dexibuprofen	1080
Glyburide	1080
Crofelemer	1080
Elexacaftor	1080
Lumacaftor	1080
Ibuprofen	1080
Ivacaftor	1080
Tezacaftor	1080
Hyaluronic acid	1462
Tinzaparin	3676
Vedolizumab	3676
Natalizumab	3676
Acitretin	5916
Trifarotene	5916
Tretinoin	5916
Alitretinoin	5916
Tazarotene	5916
Isotretinoin	5916
Adapalene	5916
Ouabain	478
Moxetumomab Pasudotox	1938
Esketamine	1938
Silver	4495
Zinc acetate	3858
Zinc chloride	3858
Copper	3858
Zinc	3858
Zinc chloride	3852
Zinc acetate	3852
Zinc	3852
Ascorbic acid	5033
Succinic acid	5033
Hydralazine	5033
Isopropyl alcohol	54
Calcium Phosphate	7178
Calcium phosphate dihydrate	7178
Calcium Citrate	7178
Aminolevulinic acid	210
Coagulation factor VII human	2152
Coagulation factor VIIa Recombinant Human	2152
Sargramostim	5553
Chymopapain	5553
Coccidioides immitis spherule	3126
Droxidopa	155
Mirabegron	155
Clenbuterol	155
Salmeterol	155
Salbutamol	155
Bethanidine	155
Fenoterol	155
Propranolol	155
Nebivolol	155
Nortriptyline	155
Dihydroergocornine	155
Mephentermine	155
Pindolol	155
Racepinephrine	155
Olanzapine	155
Arbutamine	155
Dihydroergocristine	155
Trimipramine	155
Amphetamine	155
Norepinephrine	155
Isoprenaline	155
Ergoloid mesylate	155
Terbutaline	155
Formoterol	155
Oxprenolol	155
DL-Methylephedrine	155
Paroxetine	155
Celiprolol	155
NADH	10797
NADH	3283
Hydrocortisone acetate	3283
Hydrocortisone phosphate	3283
Hydrocortisone cypionate	3283
Hydrocortisone butyrate	3283
Hydrocortisone probutate	3283
Trilostane	3283
Hydrocortisone valerate	3283
NADH	3292
Prasterone	3292
Citric acid	4282
Folic acid	2350
Heparin	3082
Pamidronic acid	2224
Zoledronic acid	2224
Alendronic acid	2224
Ibandronate	2224
Risedronic acid	2224
Acarbose	6476
Scopolamine	6476
Acetophenazine	1813
Iloperidone	1813
Methotrimeprazine	1813
Aripiprazole lauroxil	1813
Brexpiprazole	1813
Lumateperone	1813
Cariprazine	1813
Zotepine	1813
Nortriptyline	1813
Desipramine	1813
Thiethylperazine	1813
Promazine	1813
Aripiprazole	1813
Amphetamine	1813
Cinnarizine	1813
Levodopa	1813
Apomorphine	1813
Chlorprothixene	1813
Fluphenazine	1813
Rotigotine	1813
Tetrabenazine	1813
Remoxipride	1813
Thioridazine	1813
Clozapine	1813
Bromocriptine	1813
Trifluoperazine	1813
Molindone	1813
Flupentixol	1813
Mesoridazine	1813
Pimozide	1813
Haloperidol	1813
Lisuride	1813
Droperidol	1813
Paroxetine	1813
Asenapine	1813
Pipotiazine	1813
Mianserin	1813
Fluspirilene	1813
Chlorpromazine	1813
Ergoloid mesylate	1813
Triflupromazine	1813
Escitalopram	1813
Ropinirole	1813
Amantadine	1813
Ziprasidone	1813
Maprotiline	1813
Minaprine	1813
Ketamine	1813
Perphenazine	1813
Ergotamine	1813
Lurasidone	1813
Metoclopramide	1813
Memantine	1813
Quinagolide	1813
Imipramine	1813
Zuclopenthixol	1813
Cabergoline	1813
Domperidone	1813
Loxapine	1813
Dihydro-alpha-ergocryptine	1813
Paliperidone	1813
Propiomazine	1813
Lamotrigine	1813
Pramipexole	1813
Prochlorperazine	1813
Dopamine	1813
Sertindole	1813
Epicriptine	1813
Trimipramine	1813
Amisulpride	1813
Pergolide	1813
Buspirone	1813
Yohimbine	1813
Amoxapine	1813
Dihydroergocristine	1813
Promethazine	1813
Olanzapine	1813
Quetiapine	1813
Thiothixene	1813
Risperidone	1813
Pimavanserin	1813
Sulpiride	1813
Urokinase	4811
Copper	10327
Isopropyl alcohol	5320
Indomethacin	5320
Lauric acid	5320
Ginkgo biloba	5320
Dextromethorphan	653361
Fostamatinib	3645
Copper	5315
Pyruvic acid	5315
Copper	7184
Rifabutin	7184
NADH	7299
Hexylresorcinol	7299
Hydroquinone	7299
Azelaic acid	7299
Monobenzone	7299
Arbutin	7299
Bacitracin	3416
Insulin pork	3416
Quinine	2815
Foreskin fibroblast (neonatal)	3554
Anakinra	3554
Captopril	4318
Zinc acetate	4318
Glutathione	4318
Zinc	4318
Glucosamine	4318
Minocycline	4318
Zinc chloride	4318
Aldesleukin	3560
Denileukin diftitox	3560
Basiliximab	3560
Cholic Acid	1340
Copper	3191
Ethchlorvynol	2554
Clonazepam	2554
Carisoprodol	2554
Thiamylal	2554
Butabarbital	2554
Eszopiclone	2554
Butobarbital	2554
Sevoflurane	2554
Desflurane	2554
Zolpidem	2554
Estazolam	2554
Prazepam	2554
Isoflurane	2554
Pentobarbital	2554
Bromazepam	2554
Methoxyflurane	2554
Flurazepam	2554
Acamprosate	2554
Methylphenobarbital	2554
Memantine	2554
Diazepam	2554
Olanzapine	2554
Clobazam	2554
Amobarbital	2554
Etomidate	2554
Lorazepam	2554
Methyprylon	2554
Butalbital	2554
Meprobamate	2554
Amoxapine	2554
Zopiclone	2554
Flunitrazepam	2554
Triazolam	2554
Halothane	2554
Propofol	2554
Secobarbital	2554
Quazepam	2554
Talbutal	2554
Zaleplon	2554
Glutethimide	2554
Methohexital	2554
Clotiazepam	2554
Taurine	2554
Oxazepam	2554
Temazepam	2554
Clorazepic acid	2554
Halazepam	2554
Phenytoin	2554
Topiramate	2554
Phenobarbital	2554
Ketazolam	2554
Midazolam	2554
Alprazolam	2554
Prasterone	2554
Flumazenil	2554
Lamotrigine	2554
Chlordiazepoxide	2554
Enflurane	2554
Medroxyprogesterone acetate	2554
Ethanol	2554
Nitrazepam	2554
Primidone	2554
Brexanolone	2554
Stiripentol	2554
Apalutamide	2554
Quinidine barbiturate	2554
Lormetazepam	2554
Thiopental	2554
Ginkgo biloba	2554
Aspartic acid	1615
Nitric Oxide	3620
Cannabidiol	3620
Flavin adenine dinucleotide	1610
Benzoic acid	1610
Zinc chloride	3728
Zinc	3728
Zinc acetate	3728
Regorafenib	673
Sorafenib	673
Vemurafenib	673
Fostamatinib	673
Encorafenib	673
Dabrafenib	673
Citric acid	1360
Glutamic acid	2752
L-Glutamine	2752
Sulindac	231
NADH	231
Citric acid	231
Glutathione	231
Icatibant	290
Ezetimibe	290
Dextromethorphan	5880
Zinc acetate	1369
Zinc	1369
Zinc chloride	1369
Interferon gamma-1b	3459
N-Acetylglucosamine	2683
Sipuleucel-T	55
Folic acid	2348
Pseudoephedrine	1386
Tisagenlecleucel	930
Blinatumomab	930
Axicabtagene ciloleucel	930
NADH	3248
Rofecoxib	2006
Clove oil	1438
Foreskin fibroblast (neonatal)	1438
Foreskin keratinocyte (neonatal)	1438
Sargramostim	1438
Zinc acetate	4830
Copper	4830
Zinc chloride	4830
Zinc	4830
Mitotane	1584
Metyrapone	1584
Cannabidiol	1728
Flavin adenine dinucleotide	1728
Menadione	1728
Dicoumarol	1728
Vandetanib	7422
Chondroitin sulfate	7422
Minocycline	7422
Pidolic acid	7422
Foreskin keratinocyte (neonatal)	7422
Dalteparin	7422
Bevacizumab	7422
Gliclazide	7422
Carvedilol	7422
Tromethamine	7422
Brolucizumab	7422
Aflibercept	7422
Ranibizumab	7422
Copper	3543
Copper	6187
Zinc	1832
Zinc chloride	1832
Zinc acetate	1832
Cholic Acid	1350
Resveratrol	246
Isosorbide dinitrate	4881
Erythrityl tetranitrate	4881
Nitroglycerin	4881
Nitroprusside	4881
Amyl Nitrite	4881
Nesiritide	4881
Hyaluronic acid	960
Flavin adenine dinucleotide	4835
Resveratrol	4835
Primaquine	4835
Menadione	4835
NADH	4835
Melatonin	4835
Crizanlizumab	6403
Heparin	6403
Nadroparin	6403
Dalteparin	6403
Curcumin	873
Resveratrol	873
Rutin	873
NADH	35
Flavin adenine dinucleotide	35
Naloxone	1385
Adenosine phosphate	1385
Orlistat	5406
Ponatinib	5156
Erdafitinib	5156
Midostaurin	5156
Nintedanib	5156
Foreskin keratinocyte (neonatal)	5156
Pazopanib	5156
Sunitinib	5156
Olaratumab	5156
Regorafenib	5156
Fostamatinib	5156
Imatinib	5156
Becaplermin	5156
Lenvatinib	5156
Dalfampridine	3737
Ipilimumab	1493
Hypromellose	4072
Technetium Tc-99m nofetumomab merpentan	4072
Catumaxomab	4072
Flavin adenine dinucleotide	5447
Flavin mononucleotide	5447
Cilastatin	1800
Cysteine	4255
Zinc chloride	4255
Zinc acetate	4255
Zinc	4255
Fluoxymesterone	5618
Somatotropin	5618
Thyrotropin alfa	7253
Caffeine	5145
Insulin pork	5126
Carvedilol	6401
Fostamatinib	2241
Carvedilol	4879
Oxymetholone	4879
Insulin pork	1363
Insulin human	1363
Glycerin	4668
Aspartic acid	2805
Cysteine	2805
Copper	2805
Glutamic acid	2805
Pyridoxal phosphate	2805
Interferon beta-1b	3454
Peginterferon alfa-2a	3454
Interferon alfa-2a, Recombinant	3454
Interferon alfa-2b	3454
Interferon beta-1a	3454
Peginterferon alfa-2b	3454
Interferon alfacon-1	3454
Interferon alfa-n3	3454
Interferon alfa-n1	3454
alpha-Tocopherol succinate	5578
Tamoxifen	5578
Ingenol mebutate	5578
Vitamin E	5578
Midostaurin	5578
D-alpha-Tocopherol acetate	5578
Phosphatidyl serine	5578
Carvedilol	2697
Nesiritide	4883
Amlodipine	6609
Chlorpromazine	6609
Desipramine	6609
NADH	1109
Aprotinin	1504
Creatine	1160
Pseudoephedrine	11016
NADH	4713
Fostamatinib	5566
Dalfampridine	NA
Ademetionine	262
Tromethamine	262
Pyridoxal phosphate	6898
Tyrosine	6898
Phenylalanine	6898
Glutamic acid	6898
Sapropterin	7166
Telotristat ethyl	7166
Atropine	1141
Varenicline	1141
Ethanol	1141
Dextromethorphan	1141
Isoflurane	1141
Galantamine	1141
Scopolamine	1141
Methadone	1141
Nicotine	1141
Decamethonium	1141
Mecamylamine	1141
Physostigmine	1141
L-Glutamine	1503
Lauric acid	2760
Isopropyl alcohol	2760
Lactose	3958
Mecasermin	3486
Alitretinoin	3486
Axitinib	2321
Sunitinib	2321
Regorafenib	2321
Fostamatinib	2321
Foreskin fibroblast (neonatal)	2321
Pazopanib	2321
Sorafenib	2321
Lenvatinib	2321
Nintedanib	2321
Tiludronic acid	5770
Guanfacine	151
Rotigotine	151
Nortriptyline	151
Brimonidine	151
Apomorphine	151
Bromocriptine	151
Loxapine	151
Asenapine	151
Quetiapine	151
Paliperidone	151
Mianserin	151
Fenoldopam	151
Dihydroergocristine	151
Levonordefrin	151
Aripiprazole lauroxil	151
Celiprolol	151
Bethanidine	151
Dihydroergocornine	151
Norepinephrine	151
Metamfetamine	151
Tizanidine	151
Paroxetine	151
Apraclonidine	151
Haloperidol	151
Guanabenz	151
Methotrimeprazine	151
Phenylpropanolamine	151
Ziprasidone	151
Clonidine	151
Ropinirole	151
Ergotamine	151
Tolazoline	151
Ergoloid mesylate	151
Moxisylyte	151
Aripiprazole	151
DL-Methylephedrine	151
Trimipramine	151
Prazosin	151
Pizotifen	151
Amoxapine	151
Desipramine	151
Indigotindisulfonic acid	151
Prochlorperazine	151
Lorpiprazole	151
Escitalopram	151
Chlorpromazine	151
Droxidopa	151
Risperidone	151
Etomidate	151
Dronedarone	151
Tramadol	151
Dosulepin	151
Pergolide	151
Lisuride	151
Phenoxybenzamine	151
Epinephrine	151
Oxymetazoline	151
Yohimbine	151
Amphetamine	151
Clozapine	151
Maprotiline	151
Xylometazoline	151
Cabergoline	151
Mephentermine	151
Carvedilol	151
Racepinephrine	151
Glutathione	2877
Finasteride	6715
Levonorgestrel	6715
Spironolactone	6715
Dutasteride	6715
Norgestrel	6715
Abacavir	3106
Desflurane	2560
Phenytoin	2560
Triazolam	2560
Prasterone	2560
Taurine	2560
Lamotrigine	2560
Prazepam	2560
gamma-Hydroxybutyric acid	2560
Chlordiazepoxide	2560
Flumazenil	2560
Acamprosate	2560
Memantine	2560
Lindane	2560
Propofol	2560
Ketazolam	2560
Quazepam	2560
Clonazepam	2560
Pentobarbital	2560
Brexanolone	2560
Methoxyflurane	2560
Primidone	2560
Halothane	2560
Alprazolam	2560
Ethchlorvynol	2560
Flurazepam	2560
Clorazepic acid	2560
Oxazepam	2560
Stiripentol	2560
Etomidate	2560
Temazepam	2560
Butabarbital	2560
Estazolam	2560
Apalutamide	2560
Talbutal	2560
Amoxapine	2560
Eszopiclone	2560
Ethanol	2560
Lorazepam	2560
Isoflurane	2560
Glutethimide	2560
Bromazepam	2560
Clobazam	2560
Halazepam	2560
Sevoflurane	2560
Nitrazepam	2560
Methyprylon	2560
Meprobamate	2560
Enflurane	2560
Clotiazepam	2560
Butalbital	2560
Medroxyprogesterone acetate	2560
Diazepam	2560
Clonazepam	2566
Methoxyflurane	2566
Meprobamate	2566
Amoxapine	2566
Eszopiclone	2566
Enflurane	2566
Estazolam	2566
Bromazepam	2566
Carisoprodol	2566
Prasterone	2566
Pentobarbital	2566
Triazolam	2566
Prazepam	2566
Phenytoin	2566
Chlordiazepoxide	2566
Clotiazepam	2566
Clobazam	2566
Isoflurane	2566
Talbutal	2566
Etomidate	2566
